text,label
derive the formula for the Euler's formula,DERIVE_FORMULA
sketch the human heart and label its parts,DRAW_LABELED_DIAGRAM
turn database systems into flashcards,CREATE_FLASHCARDS
improve the performance of this merge sort,OPTIMIZE_CODE
find the derivative of 2x^2 - 8 and explain every step,SOLVE_STEP_BY_STEP
solve sin^2(x) step by step,SOLVE_STEP_BY_STEP
explain how this graph traversal works,EXPLAIN_CODE
simplify 1/(x^2 + 1),SIMPLIFY_EXPRESSION
what's the difference between supervised and unsupervised learning,COMPARE_METHODS
can this graph traversal be optimized,OPTIMIZE_CODE
what is the force on a 5 kg mass accelerating at 2 m/s^2,SOLVE_NUMERICAL
what are real-world applications of determinants,REAL_WORLD_APPLICATION
give me an analogy for special relativity,ANALOGY_GENERATION
factorize x^3 - 8,FACTOR_EXPRESSION
contrast BFS and DFS,COMPARE_METHODS
what's the difference between AES and ChaCha20,COMPARE_METHODS
how would you design an elevator control system,SYSTEM_DESIGN
analyze whether this induction proof is correct,VERIFY_REASONING
visualize backpropagation intuitively,EXPLAIN_INTUITIVELY
plot ln(x),GRAPH_FUNCTION
summarize the literature on graph neural networks,LITERATURE_REVIEW
is my the homework answer correct,CHECK_ANSWER
is my chemistry answer correct,CHECK_ANSWER
what's the time complexity of merge sort,FIND_COMPLEXITY
summarize my notes on this research paper,SUMMARIZE_NOTES
give an overview of complex numbers,EXPLAIN_CONCEPT
complete the missing function in this sorting function,COMPLETE_CODE
design a system for a home automation system,SYSTEM_DESIGN
suggest a novel research direction in machine learning,RESEARCH_IDEA
derive the area of a circle,DERIVE_FORMULA
give me code for Dijkstra's algorithm in Java,GENERATE_CODE
what is the physical interpretation of the Hamiltonian,EXPLAIN_PHYSICAL_MEANING
find the mistake in my force calculation,FIND_ERROR
what does the Hamiltonian represent physically,EXPLAIN_PHYSICAL_MEANING
explain precision and recall in the simplest terms,ELI5_EXPLANATION
visualize garbage collection intuitively,EXPLAIN_INTUITIVELY
generate practice questions on CUDA,GENERATE_PRACTICE_PROBLEMS
explain this graph traversal,EXPLAIN_CODE
"I solved it and got x = 4, is that right",CHECK_MATH_SOLUTION
Explain blockchain consensus.,EXPLAIN_CONCEPT
complete the implementation of this merge sort,COMPLETE_CODE
label the structure of a plant cell,DRAW_LABELED_DIAGRAM
what is the physical interpretation of the divergence,EXPLAIN_PHYSICAL_MEANING
where is precision and recall used in practice,REAL_WORLD_APPLICATION
analyze this op-amp circuit,CIRCUIT_ANALYSIS
what features matter most in this experiment's data,FEATURE_SELECTION
fix the bug in this dynamic programming solution,DEBUG_CODE
Why is my sensor noisy?,VERIFY_REASONING
compare analog and digital signals,COMPARE_METHODS
interpret these accuracy metrics,RESULT_INTERPRETATION
architect a traffic light controller,SYSTEM_DESIGN
SN1 and SN2 reactions: which is better,COMPARE_METHODS
prove the mean value theorem,PROVE_THEOREM
compute the integral of 1/(x^2+1),INTEGRATE_FUNCTION
review the methodology section of this thesis chapter,CRITIQUE_METHOD
make a flowchart for Dijkstra's algorithm,DRAW_FLOWCHART
Explain TCP handshake and packet retransmission,EXPLAIN_CONCEPT
generate flashcards for cryptography,CREATE_FLASHCARDS
generate harder versions of these CUDA problems,GENERATE_PRACTICE_PROBLEMS
debug this graph traversal,DEBUG_CODE
what do these confusion matrix results tell me,RESULT_INTERPRETATION
find an analogy to help me understand the uncertainty principle,ANALOGY_GENERATION
what does the wavefunction actually mean,EXPLAIN_PHYSICAL_MEANING
factor the expression x^2 - 9,FACTOR_EXPRESSION
give me the intuition behind special relativity,EXPLAIN_INTUITIVELY
tell me about asymptotic notation,EXPLAIN_CONCEPT
compare L1 and L2 regularization,COMPARE_METHODS
Explain the limitations.,CRITIQUE_METHOD
draw a labeled diagram of the human heart,DRAW_LABELED_DIAGRAM
can this BFS implementation be optimized,OPTIMIZE_CODE
determine the impulse response,SIGNAL_ANALYSIS
devise an algorithm for route planning,ALGORITHM_DESIGN
Find the bug causing segmentation faults.,DEBUG_CODE
Make a revision sheet.,SUMMARIZE_NOTES
generate quantum-resistant alternatives for NLP,RESEARCH_IDEA
review this graph for scaling,VISUALIZATION_IMPROVEMENT
help me prepare for tomorrow's digital logic exam,EXAM_PREPARATION
optimize this SQL query for this sorting function,OPTIMIZE_CODE
Test my understanding of MPI.,CREATE_QUIZ
factor the expression x^3 - 8,FACTOR_EXPRESSION
reduce (2x + 4)/2 to simplest form,SIMPLIFY_EXPRESSION
do an exploratory analysis of this sales data,DATA_ANALYSIS
ELI5 eigenvalues,ELI5_EXPLANATION
explore this time series,DATA_ANALYSIS
verify whether light travels faster than sound,FACT_CHECK
is it true that humans use only 10% of their brain,FACT_CHECK
summarize my notes on this lecture,SUMMARIZE_NOTES
analyze the time complexity of my linked list code,FIND_COMPLEXITY
derive the quadratic formula,DERIVE_FORMULA
give me code for ROS code for robot navigation,GENERATE_CODE
label the structure of a BJT transistor,DRAW_LABELED_DIAGRAM
is the Great Wall is visible from space accurate,FACT_CHECK
summarize this lecture,SUMMARIZE_NOTES
derive the formula for the volume of a sphere,DERIVE_FORMULA
give me the intuition behind the central limit theorem,EXPLAIN_INTUITIVELY
check dimensional consistency of this expression,UNIT_ANALYSIS
check my proof of my argument,VERIFY_REASONING
prepare me for my OpenCL exam,EXAM_PREPARATION
which features should I remove from this time series,FEATURE_SELECTION
calculate the force on a 5 kg mass accelerating at 2 m/s^2,SOLVE_NUMERICAL
what trends are in this dataset,DATA_ANALYSIS
find the current in this RLC network,CIRCUIT_ANALYSIS
"I got x = -2, check if my answer is correct",CHECK_MATH_SOLUTION
help me interpret these accuracy metrics,RESULT_INTERPRETATION
how should I revise digital logic for the exam,EXAM_PREPARATION
what's a good metaphor for garbage collection,ANALOGY_GENERATION
spot the flaw in my limit computation,FIND_ERROR
do an exploratory analysis of these survey results,DATA_ANALYSIS
derive the formula for the distance formula,DERIVE_FORMULA
interpret the results of these clustering results,RESULT_INTERPRETATION
which features should I remove from my model,FEATURE_SELECTION
explain blockchain consensus as if I knew nothing about it,ELI5_EXPLANATION
summarize the literature on image segmentation,LITERATURE_REVIEW
calculate the momentum of the system,SOLVE_NUMERICAL
what's the time complexity of this Python recursion code,FIND_COMPLEXITY
calculate the velocity after 5 seconds under gravity,SOLVE_NUMERICAL
generate exam-level challenges for MPI,GENERATE_PRACTICE_PROBLEMS
what is the momentum of the system,SOLVE_NUMERICAL
what's the difference between Random Forest and XGBoost,COMPARE_METHODS
Compare these two papers.,COMPARE_PAPERS
show where my force calculation went wrong,FIND_ERROR
is it true that the Great Wall is visible from space,FACT_CHECK
what's the prior work on reinforcement learning,LITERATURE_REVIEW
write Dijkstra's algorithm in Java,GENERATE_CODE
find the derivative of x^3 - 3x and explain every step,SOLVE_STEP_BY_STEP
which variables should I drop in this dataset,FEATURE_SELECTION
factor the expression x^2 - 4,FACTOR_EXPRESSION
factorize 2x^2 + 7x + 3,FACTOR_EXPRESSION
are the units consistent in v = u + at,UNIT_ANALYSIS
identify research gaps in cryptography,RESEARCH_IDEA
finish this my linked list code,COMPLETE_CODE
is my answer x = 0 and x = 3 correct,CHECK_MATH_SOLUTION
optimize this SQL query for this graph traversal,OPTIMIZE_CODE
find the derivative of arctan(x),DIFFERENTIATE_FUNCTION
Can this algorithm be optimized?,OPTIMIZE_CODE
find an analogy to help me understand cross-validation,ANALOGY_GENERATION
fix the labeling on this graph,VISUALIZATION_IMPROVEMENT
interpret the results of these p-values,RESULT_INTERPRETATION
find the current in this RC circuit,CIRCUIT_ANALYSIS
Analyze YOLO detection results.,RESULT_INTERPRETATION
check my solution: 12,CHECK_MATH_SOLUTION
integrate e^x sin(x),INTEGRATE_FUNCTION
ELI5 blockchain consensus,ELI5_EXPLANATION
Create flashcards for compiler design.,CREATE_FLASHCARDS
what trends are in this experiment's data,DATA_ANALYSIS
what's a good metaphor for electromagnetic induction,ANALOGY_GENERATION
what do this regression output tell me,RESULT_INTERPRETATION
make flashcards on machine learning,CREATE_FLASHCARDS
why did my model predicting only one class,MODEL_EXPLANATION
generate flashcards for digital logic,CREATE_FLASHCARDS
what are the key ideas of the product rule,EXPLAIN_CONCEPT
debug this merge sort,DEBUG_CODE
critique the methodology of this preprint,CRITIQUE_METHOD
is my answer x = 4 correct,CHECK_MATH_SOLUTION
show the steps of hash table collision resolution as a flowchart,DRAW_FLOWCHART
fix the bug in this BFS implementation,DEBUG_CODE
calculate the electric field at point P,SOLVE_NUMERICAL
how does electromagnetic induction work,EXPLAIN_CONCEPT
make a revision sheet for chapter 5,SUMMARIZE_NOTES
what is the physical interpretation of entropy,EXPLAIN_PHYSICAL_MEANING
what is compiler parsing,EXPLAIN_CONCEPT
sketch a neuron and label its parts,DRAW_LABELED_DIAGRAM
Explain compiler parsing.,EXPLAIN_CONCEPT
walk me through this merge sort,EXPLAIN_CODE
determine the transfer function,SIGNAL_ANALYSIS
summarize algorithm analysis,SUMMARIZE_NOTES
verify the correctness of this induction proof,VERIFY_REASONING
find the complexity of merge sort,FIND_COMPLEXITY
improve the performance of this BFS implementation,OPTIMIZE_CODE
find the derivative of (x^2 - 4)/(x - 2) and explain every step,SOLVE_STEP_BY_STEP
tell me about blockchain consensus,EXPLAIN_CONCEPT
explain the chain rule like I'm a beginner,ELI5_EXPLANATION
Explain SLAM.,EXPLAIN_CONCEPT
Integrate sin^2(x).,INTEGRATE_FUNCTION
do a dimensional analysis of the drag equation,UNIT_ANALYSIS
analyze the time complexity of this dynamic programming solution,FIND_COMPLEXITY
Review my methodology section.,CRITIQUE_METHOD
draw a flowchart of photosynthesis,DRAW_FLOWCHART
what are the key ideas of electromagnetic induction,EXPLAIN_CONCEPT
what's the intuitive idea behind ambiguity in context-free grammars,EXPLAIN_INTUITIVELY
check the units of the drag equation,UNIT_ANALYSIS
find the error in my force calculation,FIND_ERROR
find the bug causing segmentation faults in this Python recursion code,DEBUG_CODE
Generate LALR parsing questions.,CREATE_QUIZ
generate exam-level challenges for computer networks,GENERATE_PRACTICE_PROBLEMS
give practical applications of dropout,REAL_WORLD_APPLICATION
compute the integral of sin^2(x),INTEGRATE_FUNCTION
how does complex numbers work,EXPLAIN_CONCEPT
improve the labeling of this graph,VISUALIZATION_IMPROVEMENT
factor 2x^2 + 7x + 3,FACTOR_EXPRESSION
what are the weaknesses of this thesis chapter,CRITIQUE_METHOD
give an overview of cross-validation,EXPLAIN_CONCEPT
derive the ideal gas law,DERIVE_EQUATION
make quiz questions for operating systems,CREATE_QUIZ
solve 1/(x^2 + 1) step by step,SOLVE_STEP_BY_STEP
optimize this SQL query for this dynamic programming solution,OPTIMIZE_CODE
derive the kinematic equations,DERIVE_EQUATION
condense database systems into key points,SUMMARIZE_NOTES
What does entropy actually mean?,EXPLAIN_PHYSICAL_MEANING
simplify the expression sin^2(x),SIMPLIFY_EXPRESSION
critique the methodology of my experiment,CRITIQUE_METHOD
what is the Big-O of this graph traversal,FIND_COMPLEXITY
find the derivative of x^2 sin(x),DIFFERENTIATE_FUNCTION
illustrate the human eye with labels,DRAW_LABELED_DIAGRAM
find the period of a 1 m pendulum,SOLVE_NUMERICAL
generate related work for reinforcement learning,LITERATURE_REVIEW
Generate CUDA interview questions.,CREATE_QUIZ
generate practice questions on operating systems,GENERATE_PRACTICE_PROBLEMS
what does entropy represent physically,EXPLAIN_PHYSICAL_MEANING
improve the axes of this graph,VISUALIZATION_IMPROVEMENT
simplify the expression x^3 - 3x,SIMPLIFY_EXPRESSION
what is the space complexity of this BFS implementation,FIND_COMPLEXITY
what are the key ideas of the uncertainty principle,EXPLAIN_CONCEPT
graph the curve y = x^2,GRAPH_FUNCTION
verify my answer for chemistry,CHECK_ANSWER
solve this voltage divider,CIRCUIT_ANALYSIS
"The cubic should be y=x^3, not y=x^3-3x. Fix this graph.",VISUALIZATION_IMPROVEMENT
suggest a novel research direction in cryptography,RESEARCH_IDEA
find the bug in this merge sort,DEBUG_CODE
find the velocity after 5 seconds under gravity,SOLVE_NUMERICAL
give me a summary of MPI,SUMMARIZE_NOTES
debug this dynamic programming solution,DEBUG_CODE
help me prepare for tomorrow's OpenCL exam,EXAM_PREPARATION
check my answer for physics,CHECK_ANSWER
prepare me for my compiler design exam,EXAM_PREPARATION
give me an analogy for limits,ANALOGY_GENERATION
verify my answer x = -2,CHECK_MATH_SOLUTION
Improve this graph.,VISUALIZATION_IMPROVEMENT
find the bug in this dynamic programming solution,DEBUG_CODE
which features should I remove from these survey results,FEATURE_SELECTION
create a quiz on CUDA,CREATE_QUIZ
where does the sum of an arithmetic series come from,DERIVE_FORMULA
Compare results with prior work.,COMPARE_PAPERS
spot the flaw in my matrix multiplication,FIND_ERROR
summarize the literature on post-quantum cryptography,LITERATURE_REVIEW
label the structure of the human heart,DRAW_LABELED_DIAGRAM
contrast TCP and UDP,COMPARE_METHODS
give me a summary of database systems,SUMMARIZE_NOTES
compute d/dx of arctan(x),DIFFERENTIATE_FUNCTION
propose a research idea for NLP,RESEARCH_IDEA
plot y = x^2,GRAPH_FUNCTION
compute d/dx of x^2 sin(x),DIFFERENTIATE_FUNCTION
complete the missing function in my linked list code,COMPLETE_CODE
make flashcards on digital logic,CREATE_FLASHCARDS
Derive the quadratic formula.,DERIVE_FORMULA
did I get the physics right,CHECK_ANSWER
show 1/(1+x^2) on a coordinate plane,GRAPH_FUNCTION
Compare AES and ChaCha20.,COMPARE_METHODS
what are the key ideas of eigenvalues,EXPLAIN_CONCEPT
generate flashcards for data structures,CREATE_FLASHCARDS
what is the current through a 10 ohm resistor,SOLVE_NUMERICAL
optimize this merge sort,OPTIMIZE_CODE
solve this RLC network,CIRCUIT_ANALYSIS
explain the central limit theorem,EXPLAIN_CONCEPT
what's a good metaphor for quantum tunneling,ANALOGY_GENERATION
diagram the workflow of hash table collision resolution,DRAW_FLOWCHART
sketch 1/(1+x^2),GRAPH_FUNCTION
complete the missing function in this graph traversal,COMPLETE_CODE
give me a summary of operating systems,SUMMARIZE_NOTES
suggest improvements because my model not converging,MODEL_EXPLANATION
check my answer for this problem,CHECK_ANSWER
walk me through this graph traversal,EXPLAIN_CODE
what are the key ideas of precision and recall,EXPLAIN_CONCEPT
fact-check this: humans use only 10% of their brain,FACT_CHECK
how does post-quantum cryptography work,EXPLAIN_CONCEPT
what features matter most in these survey results,FEATURE_SELECTION
Prove Bayes theorem.,PROVE_THEOREM
simplify the expression x^2 sin(x),SIMPLIFY_EXPRESSION
make flashcards on CUDA,CREATE_FLASHCARDS
give me code for a REST API in Flask,GENERATE_CODE
what does my linked list code do,EXPLAIN_CODE
propose a research idea for cryptography,RESEARCH_IDEA
why is my model not converging,MODEL_EXPLANATION
explore this experiment's data,DATA_ANALYSIS
integrate 1/(x^2+1),INTEGRATE_FUNCTION
what is the physical interpretation of negative temperature,EXPLAIN_PHYSICAL_MEANING
find the factors of x^3 - 8,FACTOR_EXPRESSION
Design a distributed system.,SYSTEM_DESIGN
prepare me for my computer networks exam,EXAM_PREPARATION
show me how to solve x^2 sin(x) with all steps,SOLVE_STEP_BY_STEP
help me select features for this dataset,FEATURE_SELECTION
how is complex numbers used in real life,REAL_WORLD_APPLICATION
suggest a novel research direction in robotics,RESEARCH_IDEA
tell me about wave-particle duality,EXPLAIN_CONCEPT
give me the intuition behind limits,EXPLAIN_INTUITIVELY
show me how to solve x^3 - 3x with all steps,SOLVE_STEP_BY_STEP
optimize this SQL query for this merge sort,OPTIMIZE_CODE
solve this transistor amplifier,CIRCUIT_ANALYSIS
make a flowchart for DNA replication,DRAW_FLOWCHART
is the speed of light is constant accurate,FACT_CHECK
design an efficient approach for matching students to projects,ALGORITHM_DESIGN
compute d/dx of sin(x)/x,DIFFERENTIATE_FUNCTION
devise an algorithm for matching students to projects,ALGORITHM_DESIGN
flowchart the process of CPU scheduling FCFS SJF Round Robin,DRAW_FLOWCHART
draw a flowchart of the water cycle,DRAW_FLOWCHART
explain this sorting function,EXPLAIN_CODE
summarize my notes on CUDA,SUMMARIZE_NOTES
verify my answer for circuit,CHECK_ANSWER
interpret the results of these confusion matrix results,RESULT_INTERPRETATION
verify my answer for the homework,CHECK_ANSWER
complete the implementation of this loop,COMPLETE_CODE
complete the missing function in my binary search function,COMPLETE_CODE
give me exam tips for CUDA,EXAM_PREPARATION
what's the prior work on federated learning,LITERATURE_REVIEW
how should I revise machine learning for the exam,EXAM_PREPARATION
is it true that light travels faster than sound,FACT_CHECK
derive the equation for the Lorentz force law,DERIVE_EQUATION
implement a logistic regression in Python,GENERATE_CODE
bagging and boosting: which is better,COMPARE_METHODS
show a proof for Bayes theorem,PROVE_THEOREM
draw a flowchart of glycolysis,DRAW_FLOWCHART
where is electromagnetic induction used in practice,REAL_WORLD_APPLICATION
fix the title on this graph,VISUALIZATION_IMPROVEMENT
simplify the expression (x^2 - 4)/(x - 2),SIMPLIFY_EXPRESSION
create memory tricks for CUDA,EXAM_PREPARATION
explain gradient descent in the simplest terms,ELI5_EXPLANATION
explain how this dynamic programming solution works,EXPLAIN_CODE
make a flowchart for hash table collision resolution,DRAW_FLOWCHART
Interpret these confusion matrix results.,RESULT_INTERPRETATION
review this graph for axes,VISUALIZATION_IMPROVEMENT
sketch the benzene ring and label its parts,DRAW_LABELED_DIAGRAM
architect a distributed system,SYSTEM_DESIGN
Graph open addressing vs chaining as load factor increases,GRAPH_FUNCTION
explain the limitations of my experiment,CRITIQUE_METHOD
condense digital logic into key points,SUMMARIZE_NOTES
which features should I remove from this experiment's data,FEATURE_SELECTION
what are the weaknesses of this preprint,CRITIQUE_METHOD
summarize data structures,SUMMARIZE_NOTES
what do these clustering results tell me,RESULT_INTERPRETATION
what's a good metaphor for entropy,ANALOGY_GENERATION
explain the physical meaning of the Poynting vector,EXPLAIN_PHYSICAL_MEANING
what's a good metaphor for complex numbers,ANALOGY_GENERATION
check my answer for circuit,CHECK_ANSWER
Complete the missing function.,COMPLETE_CODE
summarize the literature on my thesis topic,LITERATURE_REVIEW
fill in the rest of my linked list code,COMPLETE_CODE
integrate sec^2(x),INTEGRATE_FUNCTION
what is the final temperature of the mixture,SOLVE_NUMERICAL
suggest a novel research direction in NLP,RESEARCH_IDEA
give me a summary of computer networks,SUMMARIZE_NOTES
find the current in this op-amp circuit,CIRCUIT_ANALYSIS
find the factors of x^2 - 4,FACTOR_EXPRESSION
generate flashcards for algorithm analysis,CREATE_FLASHCARDS
derive the wave equation,DERIVE_EQUATION
simplify the expression 1/(x^2 + 1),SIMPLIFY_EXPRESSION
determine the velocity after 5 seconds under gravity,SOLVE_NUMERICAL
solve x^2 sin(x) and explain each step,SOLVE_STEP_BY_STEP
where is dropout used in practice,REAL_WORLD_APPLICATION
check my solution: x = 4,CHECK_MATH_SOLUTION
optimize this graph traversal,OPTIMIZE_CODE
generate viva questions for digital logic,CREATE_QUIZ
test my understanding of compiler design,CREATE_QUIZ
summarize chapter 5,SUMMARIZE_NOTES
compute the integral of ln(x),INTEGRATE_FUNCTION
show the steps of compiler pipeline stages as a flowchart,DRAW_FLOWCHART
where is special relativity used in practice,REAL_WORLD_APPLICATION
prove the fundamental theorem of calculus,PROVE_THEOREM
turn machine learning into flashcards,CREATE_FLASHCARDS
plot the function x^3 - 3x,GRAPH_FUNCTION
explain my binary search function,EXPLAIN_CODE
find the mistake in my limit computation,FIND_ERROR
why is my model predicting only one class,MODEL_EXPLANATION
suggest improvements because my model overfitting,MODEL_EXPLANATION
Find the mistake in my integration.,FIND_ERROR
write a binary search in C++,GENERATE_CODE
Why does the product rule work?,EXPLAIN_CONCEPT
analyze the statistical significance in this sales data,DATA_ANALYSIS
find the current in this transistor amplifier,CIRCUIT_ANALYSIS
find the Bode plot,SIGNAL_ANALYSIS
check the units of the energy equation,UNIT_ANALYSIS
what is the antiderivative of x^2 cos(x),INTEGRATE_FUNCTION
contrast Newtonian mechanics and relativity,COMPARE_METHODS
verify the units in the energy equation,UNIT_ANALYSIS
contrast this thesis chapter with the related paper,COMPARE_PAPERS
come up with an algorithm to scheduling tasks,ALGORITHM_DESIGN
write code for ROS code for robot navigation,GENERATE_CODE
show the derivation of the Lorentz force law,DERIVE_EQUATION
compute d/dx of sqrt(x),DIFFERENTIATE_FUNCTION
determine the period of a 1 m pendulum,SOLVE_NUMERICAL
summarize my notes on computer networks,SUMMARIZE_NOTES
reduce x^2 sin(x) to simplest form,SIMPLIFY_EXPRESSION
find the bug in my linked list code,DEBUG_CODE
derive the distance formula,DERIVE_FORMULA
generate practice questions on algorithm analysis,GENERATE_PRACTICE_PROBLEMS
simplify the expression (2x + 4)/2,SIMPLIFY_EXPRESSION
fill in the rest of this graph traversal,COMPLETE_CODE
explain virtual memory intuitively,EXPLAIN_INTUITIVELY
find the derivative of 3x^2 + 2x - 5 and explain every step,SOLVE_STEP_BY_STEP
show a proof for the Pythagorean theorem,PROVE_THEOREM
make a flowchart for open addressing vs chaining,DRAW_FLOWCHART
find the error in my limit computation,FIND_ERROR
determine the electric field at point P,SOLVE_NUMERICAL
show the derivation of the compound interest formula,DERIVE_FORMULA
finish this this graph traversal,COMPLETE_CODE
interpret the results of this regression output,RESULT_INTERPRETATION
TCP and UDP: which is better,COMPARE_METHODS
critique the methodology of this thesis chapter,CRITIQUE_METHOD
generate cryptography interview questions,CREATE_QUIZ
find the derivative of x^2 sin(x) and explain every step,SOLVE_STEP_BY_STEP
fact-check this: light travels faster than sound,FACT_CHECK
"Show BST formed by inserting 1,2,3,4,5,6,7 and 4,2,6,1,3,5,7",DRAW_LABELED_DIAGRAM
generate practice questions on digital logic,GENERATE_PRACTICE_PROBLEMS
give me practice problems for cryptography,GENERATE_PRACTICE_PROBLEMS
is my reasoning correct for this theorem proof,VERIFY_REASONING
show the derivation of the lens equation,DERIVE_EQUATION
integrate ln(x),INTEGRATE_FUNCTION
show tan(x) on a coordinate plane,GRAPH_FUNCTION
find the derivative of sin^2(x) and explain every step,SOLVE_STEP_BY_STEP
design an efficient approach for route planning,ALGORITHM_DESIGN
what are the key ideas of ambiguity in context-free grammars,EXPLAIN_CONCEPT
Check the units of this formula.,UNIT_ANALYSIS
find the complexity of this Python recursion code,FIND_COMPLEXITY
Make this plot clearer for students.,VISUALIZATION_IMPROVEMENT
contrast this research paper with the related paper,COMPARE_PAPERS
determine the momentum of the system,SOLVE_NUMERICAL
where does the quadratic formula come from,DERIVE_FORMULA
find the factors of x^2 - 9,FACTOR_EXPRESSION
reduce cos(x)/x to simplest form,SIMPLIFY_EXPRESSION
why does my binary search function crash,DEBUG_CODE
explain the central limit theorem as if I knew nothing about it,ELI5_EXPLANATION
design an efficient approach for detecting cycles in a graph,ALGORITHM_DESIGN
Summarize this thesis chapter.,SUMMARIZE_NOTES
Explain this BFS implementation.,EXPLAIN_CODE
walk me through my linked list code,EXPLAIN_CODE
turn cryptography into flashcards,CREATE_FLASHCARDS
contrast Random Forest and XGBoost,COMPARE_METHODS
verify the correctness of my argument,VERIFY_REASONING
where is cross-validation used in practice,REAL_WORLD_APPLICATION
why is my model underfitting,MODEL_EXPLANATION
Check parser correctness.,VERIFY_REASONING
Prove that sqrt(2) is irrational.,PROVE_THEOREM
simplify sin^2(x),SIMPLIFY_EXPRESSION
complete the missing function in this Python recursion code,COMPLETE_CODE
come up with an algorithm to finding the shortest path,ALGORITHM_DESIGN
solve e^x cos(x) step by step,SOLVE_STEP_BY_STEP
derive Schrodinger's equation,DERIVE_EQUATION
"I solved it and got 12, is that right",CHECK_MATH_SOLUTION
how is determinants used in real life,REAL_WORLD_APPLICATION
walk me through this Python recursion code,EXPLAIN_CODE
what does this BFS implementation do,EXPLAIN_CODE
analyze this sales data,DATA_ANALYSIS
find the error in my integration,FIND_ERROR
design a system for a waste-sorting robot,SYSTEM_DESIGN
derive the equation for Schrodinger's equation,DERIVE_EQUATION
critique the methodology of this journal article,CRITIQUE_METHOD
what's the prior work on post-quantum cryptography,LITERATURE_REVIEW
verify whether the Great Wall is visible from space,FACT_CHECK
plot the function arctan(x),GRAPH_FUNCTION
compute the equivalent resistance of this op-amp circuit,CIRCUIT_ANALYSIS
make a revision sheet for machine learning,SUMMARIZE_NOTES
make my linked list code faster,OPTIMIZE_CODE
review the methodology section of this journal article,CRITIQUE_METHOD
help me prepare for tomorrow's cryptography exam,EXAM_PREPARATION
what's a good metaphor for ambiguity in context-free grammars,ANALOGY_GENERATION
make quiz questions for MPI,CREATE_QUIZ
Summarize this research paper.,SUMMARIZE_NOTES
review this graph for labeling,VISUALIZATION_IMPROVEMENT
what is the derivative of tan(x),DIFFERENTIATE_FUNCTION
"I got 12, check if my answer is correct",CHECK_MATH_SOLUTION
explain this merge sort,EXPLAIN_CODE
prove that Bayes theorem,PROVE_THEOREM
design a traffic light controller,SYSTEM_DESIGN
did I get the circuit right,CHECK_ANSWER
Explain Maxwell's equations like I'm a beginner.,ELI5_EXPLANATION
check my solution: 3/5,CHECK_MATH_SOLUTION
simplify the expression 3x + 2x - x,SIMPLIFY_EXPRESSION
Show where my force calculation went wrong.,FIND_ERROR
AES and ChaCha20: which is better,COMPARE_METHODS
check my answer for chemistry,CHECK_ANSWER
generate viva questions for algorithm analysis,CREATE_QUIZ
find the error in my matrix multiplication,FIND_ERROR
create flashcards for MPI,CREATE_FLASHCARDS
interpret the results of these accuracy metrics,RESULT_INTERPRETATION
interpret the results of these YOLO detection results,RESULT_INTERPRETATION
is my answer y = 7 correct,CHECK_MATH_SOLUTION
analyze the Fourier transform of this signal,SIGNAL_ANALYSIS
explain the photoelectric effect like I'm a beginner,ELI5_EXPLANATION
sketch e^x,GRAPH_FUNCTION
give a proof of the Pythagorean theorem,PROVE_THEOREM
summarize compiler design,SUMMARIZE_NOTES
simplify sin^2(x) + cos^2(x),SIMPLIFY_EXPRESSION
what's the time complexity of this BFS implementation,FIND_COMPLEXITY
what does this dynamic programming solution do,EXPLAIN_CODE
graph x^3 - 3x,GRAPH_FUNCTION
interpret this ROC curve,RESULT_INTERPRETATION
factor x^2 - 9,FACTOR_EXPRESSION
plot the function tan(x),GRAPH_FUNCTION
suggest improvements because my model predicting only one class,MODEL_EXPLANATION
review the methodology section of my experiment,CRITIQUE_METHOD
generate harder versions of these digital logic problems,GENERATE_PRACTICE_PROBLEMS
When load factor approaches 1 compare open addressing and chaining,COMPARE_METHODS
sketch a mitochondrion and label its parts,DRAW_LABELED_DIAGRAM
generate algorithm analysis interview questions,CREATE_QUIZ
Explain Kalman filters.,EXPLAIN_CONCEPT
improve the scaling of this graph,VISUALIZATION_IMPROVEMENT
where does the area of a circle come from,DERIVE_FORMULA
reduce (x^2 - 4)/(x - 2) to simplest form,SIMPLIFY_EXPRESSION
show the steps of Dijkstra's algorithm as a flowchart,DRAW_FLOWCHART
Generate harder versions of these problems.,GENERATE_PRACTICE_PROBLEMS
optimize this SQL query for my binary search function,OPTIMIZE_CODE
generate quantum-resistant alternatives for distributed systems,RESEARCH_IDEA
label the structure of a four-stroke engine,DRAW_LABELED_DIAGRAM
what's the intuitive idea behind attention mechanisms,EXPLAIN_INTUITIVELY
Which features should I remove?,FEATURE_SELECTION
solve 3x^2 + 2x - 5 step by step,SOLVE_STEP_BY_STEP
differentiate y = x^2,DIFFERENTIATE_FUNCTION
how is SLAM used in real life applications,REAL_WORLD_APPLICATION
what is the physical interpretation of imaginary time,EXPLAIN_PHYSICAL_MEANING
write Arduino code to blink an LED,GENERATE_CODE
find the factors of 6x^2 - x - 2,FACTOR_EXPRESSION
reduce sin^2(x) + cos^2(x) to simplest form,SIMPLIFY_EXPRESSION
show the derivation of the ideal gas law,DERIVE_EQUATION
come up with an algorithm to route planning,ALGORITHM_DESIGN
optimize this SQL query for this BFS implementation,OPTIMIZE_CODE
make a revision sheet for this thesis chapter,SUMMARIZE_NOTES
which variables should I drop in my model,FEATURE_SELECTION
review the methodology section of this research paper,CRITIQUE_METHOD
